,EXP_DATE,EFF_DATE,CORP_NAME,TRADE_NAME,LICENSEE,TAXKEY_NUMBER,HOUSE_NR,SDIR,STREET,STTYPE,ALDERMANIC_DISTRICT,POLICE_DISTRICT,LIC_TYPE,License Type Full Name,TOT_CAP,ROOM_CAP,TAXKEY,CITY,lat,lon
22,2020-04-20,2019-04-23,"El Sunami II, LLC",Sunami,"Ociel Escobar Luvianos, Agt",4681712000.0,2222,S,13TH,ST,12.0,2.0,BTAVN,Class B Tavern License,49.0,,4681712000,"Milwaukee, WI",43.00418662499,-87.9283039645525
23,2020-06-13,2019-05-29,Channa Sales Inc,Arthur Mini Mart,"Baljeet S Channa, Agt",4970768000.0,2500,S,13TH,ST,12.0,2.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4970768000,"Milwaukee, WI",42.999067,-87.928438
24,2020-06-14,2019-05-29,"BOB-E-LANES, INC",BOB-E-LANES,"JAMES R RYDZEWSKI, Agt",,2932,S,13TH,ST,14.0,6.0,BTAVN,Class B Tavern License,51.0,,5071028000,"Milwaukee, WI",42.9912962726896,-87.9286145114379
25,2020-04-15,2019-07-30,Karina's Pizza LLC,Karina's Pizza,"Gabriela Zapot Mendoza, Agt",5071025000.0,2952,S,13TH,ST,14.0,6.0,BTAVN,Class B Tavern License,28.0,,5071025000,"Milwaukee, WI",42.9909777029981,-87.9286221453659
26,2020-06-09,2019-05-29,MONTE ENTERPRISES LLC,MONTERREY MARKET,"ROBERTO MONTEMAYOR, Agt",,3014,S,13TH,ST,14.0,6.0,ALQML,Class A Malt & Class A Liquor License,,,5071232000,"Milwaukee, WI",42.9897674105527,-87.9286506303102
27,2020-06-23,2019-05-29,"JOBIN, INC",B & B TAP,"PATRICIA L WESTPHAL, Agt",,3021,S,13TH,ST,14.0,6.0,BTAVN,Class B Tavern License,49.0,,5080105110,"Milwaukee, WI",42.9896715916899,-87.9288768516736
28,2020-09-20,2019-08-26,BUCKSHOTS BAR LLC,BUCKSHOTS BAR,"DAVID NUNEZ-CRUZ, Agt",2841108000.0,3219,S,13TH,ST,14.0,6.0,BTAVN,Class B Tavern License,25.0,,5350892100,"Milwaukee, WI",42.9955556,-87.9286209
29,2020-07-13,2019-06-18,El Tucanazo Taqueria Y Mariscos Corp,El Tucanazo Taqueria Y Mariscos,"FRANCISCO J GONZALEZ, Agt",5350886000.0,3261,S,13TH,ST,14.0,6.0,BTAVN,Class B Tavern License,65.0,,5350886000,"Milwaukee, WI",42.9955556,-87.9286209
30,2020-11-06,2019-10-15,LAYTON HEIGHTS PUB & GRILL,LAYTON HEIGHTS PUB & GRILL,"BRYON J PUZIA, SP",5970652000.0,4553,S,13TH,ST,13.0,6.0,BTAVN,Class B Tavern License,94.0,,5970652000,"Milwaukee, WI",42.9955556,-87.9286209
31,2020-03-20,2019-02-28,Hank's Tavern,Hank's Tavern,"GILBERT L KACZMAREK, Agt",6429988110.0,5216,S,13TH,ST,13.0,6.0,BTAVN,Class B Tavern License,25.0,,6429988110,"Milwaukee, WI",42.9955556,-87.9286209
32,2020-03-01,2019-02-05,"CORNE'S COACH'S, LLC",COACH'S PUB & GRILL,"CORNE M HANSSEN, Agt",6429976110.0,5356,S,13TH,ST,13.0,6.0,BTAVN,Class B Tavern License,63.0,,6429976110,"Milwaukee, WI",42.9955556,-87.9286209
33,2020-06-30,2019-07-09,MILW LODGE 49 LOYAL ORDER OF MOOSE,MILW LODGE 49 LOYAL ORDER OF MOOSE,"MICHAEL K PETRI, Agt",6420781000.0,5476,S,13TH,ST,13.0,6.0,BTAVN,Class B Tavern License,600.0,,6420781000,"Milwaukee, WI",42.9955556,-87.9286209
34,2020-09-03,2019-08-05,"AMANA HOSPITALITY, LLC",Crowne Plaza Milwaukee Airport,"Mathew W Meadows, Agt",7169997100.0,6401,S,13TH,ST,13.0,6.0,BTAVN,Class B Tavern License,2480.0,,7160441000,"Milwaukee, WI",42.92787395,-87.9324463494737
35,2019-12-14,2018-11-27,La Borincana Restaurant Inc,La Borincana Restaurant,"Santa I Fret, Agt",4610639000.0,1820,S,13th,ST,12.0,2.0,BTAVN,Class B Tavern License,49.0,,4610639000,"Milwaukee, WI",43.010749578871,-87.9280438752504
36,2020-02-29,2019-02-26,El Pacifico Nightclub LLC,El Pacifico Nightclub,"JUAN P SALAS, Agt",4680453000.0,2000,S,13th,ST,12.0,2.0,BTAVN,Class B Tavern License,160.0,,4680453000,"Milwaukee, WI",43.008167,-87.928146
37,2020-01-16,2018-12-18,"Mi Super Foods, & Liquor Inc",Mi Super Foods & Liquor,"Gurinder S Nagra, Agt",4681711000.0,2200,S,13th,ST,12.0,2.0,ALQML,Class A Malt & Class A Liquor License,,,4681711000,"Milwaukee, WI",43.00437485,-87.9280754458592
38,2020-07-23,2019-09-24,Taqueria La Sierrita LLC,Taqueria La Sierrita,"Miguel Leon Santos, Agt",4961416100.0,2689,S,13th,ST,12.0,2.0,BTAVN,Class B Tavern License,64.0,,4961416100,"Milwaukee, WI",42.9958588547115,-87.9287310238602
39,2020-11-01,2019-10-15,Singh's Corner Grocery Inc,South Star Food,"BALJINDER SINGH, Agt",5071361000.0,2714,S,13th,ST,14.0,2.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,5071361000,"Milwaukee, WI",42.9952378480562,-87.9285210522547
40,2020-06-30,2019-06-18,Nick's Anvil Inn,Nick's Anvil Inn,"Nancy J Tribbey, SP",5071035000.0,2900,S,13th,ST,14.0,6.0,BTAVN,Class B Tavern License,25.0,,5071035000,"Milwaukee, WI",42.991806,-87.928603
41,2020-10-15,2019-09-24,"IGG, LLC",Mi Tierra Food Mart,"Parminder S Ghotra, Agt",5080401100.0,2901,S,13th,ST,14.0,6.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,5080401100,"Milwaukee, WI",42.991809,-87.928827
42,2020-03-01,2019-02-05,"Gurmehar, LLC",Best Foods,"Kanwal B Singh, Agt",5359974000.0,3405,S,13th,ST,14.0,6.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,5359974000,"Milwaukee, WI",42.9955556,-87.9286209
43,2020-05-29,2019-05-15,Emerald City Enterprises LLC,Emerald City Catering and Events,"Steve T Ozbolt, Agt",5519948000.0,3555,S,13th,ST,13.0,6.0,BTAVN,Class B Tavern License,,,5519948000,"Milwaukee, WI",42.9955556,-87.9286209
44,2020-06-03,2019-05-29,13th Pour LLC,13th Pour,"ERIC B SCHNEEBERG, Agt",5519840000.0,3675,S,13th,ST,13.0,6.0,BTAVN,Class B Tavern License,89.0,,5519840000,"Milwaukee, WI",42.9955556,-87.9286209
45,2020-03-29,2019-11-07,AGP MKE 6331 Milwaukee LLC,Radisson Hotel Milwaukee Airport,"John C Totin, Agt",7169999110.0,6331,S,13th,ST,13.0,6.0,BTAVN,Class B Tavern License,,,7169999110,"Milwaukee, WI",42.9292686,-87.9313491495535
46,2020-10-17,2019-10-29,MALLETT'S FOODS,MALLETT'S FOODS,"JOE F MALLETT, SP",2842014000.0,3501,N,14TH,ST,6.0,5.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,2842014000,"Milwaukee, WI",43.08182,-87.928654
47,2020-06-11,2019-05-29,"Bungalow Restaurant, LLC",Henry and Bobbie's Bungalow,"Demetrius T Jones, Agt",2842168000.0,3466,N,14th,ST,6.0,5.0,BTAVN,Class B Tavern License,,,2842168000,"Milwaukee, WI",43.0811683726745,-87.9284435452622
48,2019-12-17,2018-11-27,JJ STRIPES,JJ STRIPES,"JAMES J DORANGRICHIA, SR, SP",5350601000.0,3101,S,15TH,PL,13.0,6.0,BTAVN,Class B Tavern License,55.0,,5350601000,"Milwaukee, WI",42.988195,-87.932803
49,2019-12-16,2019-03-28,"SHANAA GROCERY, INC",MR F FOODS,"BASSEL S HAMZA, Agt",2840747000.0,3246,N,15TH,ST,6.0,5.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,2840747000,"Milwaukee, WI",43.0777533370659,-87.9297508598982
50,2019-12-13,2018-12-14,TOSADO LLC,Don Pedro's,"JASMYN M TOSADO, Agt",4690679000.0,1979,S,15TH,ST,12.0,2.0,BTAVN,Class B Tavern License,,,4690679000,"Milwaukee, WI",43.0087851563899,-87.9310638578596
51,2020-02-07,2019-01-14,"CAMPUS ENTERTAINMENT, INC",CAFFREY'S PUB,"MICHAEL J VITUCCI, Agt",,717,N,16TH,ST,4.0,3.0,BTAVN,Class B Tavern License,295.0,80,3632700100,"Milwaukee, WI",43.0390086454295,-87.9330666743437
52,2020-06-18,2019-06-04,MARQUETTE UNIVERSITY,MARQUETTE / UNION SPORTS ANNEX,"Neal J Wucherer, Agt",,804,N,16TH,ST,4.0,3.0,BTAVN,Class B Tavern License,700.0,,3901190000,"Milwaukee, WI",43.0403823878936,-87.9328257650285
53,2019-12-20,2018-11-27,GARY J'S PUB,GARY J'S PUB,"GARY M JASICKI, SP",5350901110.0,3303,S,16TH,ST,13.0,6.0,BTAVN,Class B Tavern License,25.0,,5350901110,"Milwaukee, WI",42.9845827948451,-87.9339646653958
54,2020-05-23,2019-10-15,"Magic Holdings, LLC",Magic Foods,"Balkar Singh, Agt",3112059000.0,2879,N,16th,ST,15.0,5.0,ALQML,Class A Malt & Class A Liquor License,,,3112059000,"Milwaukee, WI",43.0709390067223,-87.9333171058979
55,2020-08-01,2019-07-09,Sendik's MU LLC,Sendik's Food Markets,"Theodore Balistreri, Agt",3901190000.0,824,N,16th,ST,4.0,3.0,ALQML,Class A Malt & Class A Liquor License,,,3901190000,"Milwaukee, WI",43.0404693273615,-87.9328245901708
56,2020-05-15,2019-04-16,ROMANS FOODS,ROMANS FOODS,"NEDAL K ASSAD, SP",3241586000.0,2441,S,18TH,ST,12.0,2.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4960334000,"Milwaukee, WI",43.0003705590186,-87.9357093928088
57,2020-06-30,2019-06-18,Colbert's Beer & Liquor,Colbert's Beer & Liquor,"WILLIE G COLBERT, SP",2320009000.0,4770,N,18th,ST,1.0,7.0,ALQML,Class A Malt & Class A Liquor License,,,2320009000,"Milwaukee, WI",43.1036935028857,-87.9328565877854
58,2020-05-31,2019-05-07,El Taco Riendo LLC,The Laughing Taco,"Lucia L Munoz, Agt",4311321000.0,1031,S,1ST,ST,12.0,2.0,BTAVN,Class B Tavern License,,,4311321000,"Milwaukee, WI",43.020765671361,-87.9113545076099
59,2020-10-23,2019-10-18,Don's Deli LLC,Don's Diner,"Aaron R Gersonde, Agt",4310261000.0,1100,S,1ST,ST,12.0,2.0,BTAVN,Class B Tavern License,,,4310261000,"Milwaukee, WI",43.019982,-87.911134
60,2020-07-18,2019-07-09,Fiesta 1407 LLC,Fiesta Cafe,"Rosa Isela Real Perez, Agt",4620331100.0,1407,S,1ST,ST,12.0,2.0,BTAVN,Class B Tavern License,99.0,,4620331100,"Milwaukee, WI",43.0168804699277,-87.9113372103818
61,2020-06-05,2019-05-29,"MC ZAR'S, LLC",O'Lydia's Bar & Grill,"Linda M Sackett, Agt",,338,S,1ST,ST,12.0,1.0,BTAVN,Class B Tavern License,150.0,,4280504000,"Milwaukee, WI",43.02747315,-87.9107476452809
62,2020-01-16,2018-12-21,"COMPROV, INC",COMEDY SPORTZ,"JOSHUA M LEFEVRE, Agt",4280581000.0,420,S,1ST,ST,12.0,2.0,BTAVN,Class B Tavern License,320.0,,4280581100,"Milwaukee, WI",43.0270677519677,-87.9109192219236
63,2020-10-22,2019-10-22,THE TRIPLE BELT CORPORATION,D.I.X.,"ELIZABETH J KUJAWA, Agt",,739,S,1ST,ST,12.0,2.0,BTAVN,Class B Tavern License,180.0,,4311119000,"Milwaukee, WI",43.02339145,-87.9114793752713
64,2020-03-19,2019-04-10,"LE CABARET, INC",Texas J's,"JOHN A URBAN, Agt",,813,S,1ST,ST,12.0,2.0,BTAVN,Class B Tavern License,360.0,,4310605110,"Milwaukee, WI",43.0229855495524,-87.911342049764
65,2020-08-07,2019-08-06,Werk Investments LLC,Points View Boite,"Marcos A Ramos-Garcia, Agt",4620035000.0,1619,S,1st,ST,12.0,2.0,BTAVN,Class B Tavern License,,,4620035000,"Milwaukee, WI",43.0137809924989,-87.9112901317072
66,2020-03-31,2019-03-26,SBB of Milwaukee Inc.,Stack'D Burger Bar,"TREVOR M DANIELSEN, Agt",4280973000.0,170,S,1st,ST,12.0,1.0,BTAVN,Class B Tavern License,,,4280973000,"Milwaukee, WI",43.0297145,-87.9105750744935
67,2020-02-09,2019-01-14,Bhatia Corp,Fine Vineyard,"VARINDER P BHATIA, Agt",4281011000.0,601,S,1st,ST,12.0,2.0,ALQML,Class A Malt & Class A Liquor License,,,4281011000,"Milwaukee, WI",43.025154,-87.911192
68,2020-09-23,2019-08-27,The Flow DJ's Entertainment LLC,VIP Lounge,"Miguel A Martinez, Agt",4310991110.0,828,S,1st,ST,12.0,2.0,BTAVN,Class B Tavern License,295.0,,4310991110,"Milwaukee, WI",43.0228532877545,-87.9111186795821
69,2019-12-13,2018-12-14,Champion Property MGMT LLC,Freight 38,"ADAM L SMITH, Agt",4310993000.0,838,S,1st,ST,12.0,2.0,BTAVN,Class B Tavern License,80.0,,4311311000,"Milwaukee, WI",43.0227712459666,-87.9111190702573
70,2020-06-30,2019-06-18,"FRITZ'S PUB, INC",FRITZ'S PUB,"STEPHEN J DJURIC, Agt",5089979000.0,3086,S,20TH,ST,13.0,6.0,BTAVN,Class B Tavern License,130.0,,5089979000,"Milwaukee, WI",42.9886848202247,-87.9383883707865
71,2019-11-29,2018-11-30,Rose's Place,Rose's Place,"PATRICIA A PICKENS, SP",3111780000.0,2878,N,20th,ST,15.0,5.0,BTAVN,Class B Tavern License,80.0,,3111780000,"Milwaukee, WI",43.0709928205363,-87.9373191665483
72,2020-09-13,2019-09-04,"Wisconsin Hispanic Scholarship Foundation, Inc.",Mexican Fiesta,"Ruben A Burgos, Agt",5090022000.0,2997,S,20th,ST,13.0,6.0,BTAVN,Class B Tavern License,420.0,,5090022000,"Milwaukee, WI",42.9899474827586,-87.938592137931
73,2020-10-14,2019-10-16,"J B Beer & Liquor, Inc",Wilson Park Beverage Mart,"BALJIT SINGH, Agt",5529953100.0,3511,S,20th,ST,13.0,6.0,ALQML,Class A Malt & Class A Liquor License,,,5529953100,"Milwaukee, WI",42.9774849,-87.9388144
74,2020-01-17,2018-12-18,"PJS SUPERMARKET, LLC",PJS SUPERMARKET,"INDERJIT KAUR, Agt",3100823000.0,3079,N,21ST,ST,7.0,5.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3100823000,"Milwaukee, WI",43.074661832769,-87.9387347809758
75,2020-07-13,2019-07-09,Lucky Sam Food Mart Inc,Lucky Sam Food Mart,"Sukhdev Singh, Agt",3250492100.0,2401,N,21st,ST,15.0,3.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3250492100,"Milwaukee, WI",43.062447,-87.93892
76,2020-05-19,2019-05-20,"R K A, LLC",ABC STORE,"RAEID K ASSAD, Agt",,1143,S,22ND,ST,8.0,2.0,ALQML,Class A Malt & Class A Liquor License,,,4340290000,"Milwaukee, WI",43.0196921919192,-87.9409784141414
77,2020-04-11,2019-06-10,"FAITH GROCERIES, INC",FAITH GROCERIES,"HARJINDER KHASRIA, Agt",,3451,N,23RD,ST,6.0,5.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,2851322000,"Milwaukee, WI",43.081818735216,-87.9411610691101
78,2020-01-21,2019-01-15,"TEDDY'S INCOME, INC",SHARI'S STILL,"SHERYL L LARSON, Agt",,1834,S,23RD,ST,8.0,2.0,BTAVN,Class B Tavern License,49.0,,4590578000,"Milwaukee, WI",43.0109040620614,-87.9422108700802
79,2020-07-30,2019-07-09,"Locust Enterprises, LLC",SaveMore Foods,"YUSSEF K IZHIMAN, Agt",3101386110.0,2900,N,24th,ST,7.0,,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3101386110,"Milwaukee, WI",43.071619,-87.94228
80,2019-12-18,2018-10-22,"NEA, LLC",TIME FOOD MART,"NEDAL K ASSAD, Agt",3503942000.0,1835,S,25TH,ST,8.0,2.0,ALQML,Class A Malt & Class A Liquor License,,,4590751000,"Milwaukee, WI",43.0109474086736,-87.9452148538072
81,2020-05-06,2019-05-07,"Farida, LLC",South Ave Foods,"Thaher M Qatoum, Agt",4702039000.0,2108,S,25TH,ST,8.0,2.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,4702039000,"Milwaukee, WI",43.0064661785722,-87.9450645969599
82,2020-11-03,2019-10-15,ANGEL FOOD MARKET,ANGEL FOOD MARKET,"CHIDI P ONUKWUGHA, Agt",2700241000.0,3700,N,26TH,ST,7.0,5.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,2700241000,"Milwaukee, WI",43.084846,-87.94574
83,2020-09-26,2019-09-04,"COMMUNITY FOODS, INC",COMMUNITY FOODS,"AMER K SARSOUR, Agt",3101807000.0,2800,N,27TH,ST,15.0,5.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,3101807000,"Milwaukee, WI",43.069849,-87.947251
84,2020-07-30,2019-07-09,"GOLDEN NORTHTOWN FOODS, INC",GOLDEN NORTHTOWN FOOD,"NIRMAL SINGH, Agt",2310097000.0,4402,N,27TH,ST,1.0,5.0,AMALT,Class A Fermented Malt Beverage Retailer's License,,,2310097000,"Milwaukee, WI",43.0977628179602,-87.9466996937187
85,2020-01-18,2019-01-18,HENRY'S LOUNGE,HENRY'S LOUNGE,"HENRY L WINCE, SP",,4411,N,27TH,ST,1.0,5.0,BTAVN,Class B Tavern License,80.0,,2300670000,"Milwaukee, WI",43.0978568726465,-87.9469226917707
86,2020-06-30,2019-06-18,GARE-BEAR'S,GARE-BEAR'S,"GARY L LIESKE, SP",,927,N,27TH,ST,4.0,3.0,BTAVN,Class B Tavern License,70.0,,3881203000,"Milwaukee, WI",43.0428982727266,-87.947584181577
87,2020-03-20,2019-03-05,"CHIPOTLE MEXICAN GRILL OF CO, LLC",CHIPOTLE MEXICAN GRILL #441,"Brian J Bushaw, Agt",5340645111.0,3232,S,27TH,ST,13.0,6.0,BTAVN,Class B Tavern License,97.0,,5340645111,"Milwaukee, WI",42.9860673265306,-87.9480794081633
88,2020-06-19,2019-05-07,"DUAL FOOD SYSTEMS, INC",NED'S PIZZA SOUTH,"SCOTT O STOLZ, Agt",5340650000.0,3246,S,27TH,ST,13.0,6.0,CWINE,Class C Wine Retailer's License,40.0,,5340650000,"Milwaukee, WI",42.9858574693878,-87.9480778367347
89,2020-06-19,2019-05-07,"DUAL FOOD SYSTEMS, INC",NED'S PIZZA SOUTH,"SCOTT O STOLZ, Agt",5340650000.0,3246,S,27TH,ST,13.0,6.0,BBEER,Class B Fermented Malt Beverage Retailer's License,40.0,,5340650000,"Milwaukee, WI",42.9858574693878,-87.9480778367347
90,2020-01-19,2018-12-20,"GURU BEER & LIQUOR, LLC",GURU BEER & LIQUOR,"Iqbal K Ghotra, Agt",5340092100.0,3404,S,27TH,ST,13.0,6.0,ALQML,Class A Malt & Class A Liquor License,,,5340092100,"Milwaukee, WI",42.9829236122449,-87.9481227346939
91,2019-12-11,2018-11-28,"MEGA MARTS, LLC",PICK 'N SAVE #6845,"DEBRA L HANSING, Agt",5539991121.0,3701,S,27TH,ST,13.0,6.0,ALQML,Class A Malt & Class A Liquor License,,,5539991121,"Milwaukee, WI",42.979474,-87.948386
92,2020-01-18,2018-12-19,Vietnamese Noodles LLC,The King Crab Shack,"Thanh D Phan, Agt",5539994110.0,3881,S,27TH,ST,13.0,6.0,BBEER,Class B Fermented Malt Beverage Retailer's License,,,5539994110,"Milwaukee, WI",42.9745512929742,-87.9484395124574
93,2020-01-18,2018-12-19,Vietnamese Noodles LLC,The King Crab Shack,"Thanh D Phan, Agt",5539994110.0,3881,S,27TH,ST,13.0,6.0,CWINE,Class C Wine Retailer's License,,,5539994110,"Milwaukee, WI",42.9745512929742,-87.9484395124574
94,2020-07-05,2019-07-09,"SIDHIVINAYAK, LLC",RODEWAY INN & SUITES,"Arpit K Patel, Agt",5980481110.0,4400,S,27TH,ST,13.0,6.0,BTAVN,Class B Tavern License,,,5980481110,"Milwaukee, WI",42.963518,-87.948538
95,2020-07-08,2019-07-15,"SIDHIVINAYAK, LLC",QUALITY SUITES,"Arpit K Patel, Agt",5980483100.0,4488,S,27TH,ST,13.0,6.0,BTAVN,Class B Tavern License,,,5980483100,"Milwaukee, WI",42.9632459195713,-87.9485417658191
96,2020-07-30,2019-07-09,ALBA CORPORATION,BENNY'S CAFE,"ZANI ZEQIRI, Agt",1940509000.0,5354,S,27TH,ST,13.0,6.0,BTAVN,Class B Tavern License,238.0,,6449950110,"Milwaukee, WI",42.9474366453071,-87.9488759589602
97,2020-05-08,2019-04-18,"NICKY K'S, LLC",NICKY K'S,"NICHOL L KRUEGER, Agt",6449898100.0,5444,S,27TH,ST,13.0,6.0,BTAVN,Class B Tavern License,63.0,,6449898100,"Milwaukee, WI",42.945866375641,-87.948914499872
98,2020-02-26,2019-02-05,"LTT, INC",ANTICIPATION,"VICTOR T JOERNDT, Agt",6909880100.0,6218,S,27TH,ST,13.0,6.0,BTAVN,Class B Tavern License,80.0,,6909880100,"Milwaukee, WI",42.9321723595394,-87.9492337463085
